invoice_number,date,employee,account,platform,unit_cost,qty,unit_price,total,product_id
209.0,2023-02-17,Marisa y Kuky,Caja Azul, ,380.0,1,500.0,380.0,979
209.0,2023-02-17,Marisa y Kuky,Caja Azul, ,380.0,1,500.0,380.0,980
209.0,2023-02-17,Marisa y Kuky,Caja Azul, ,400.0,1,500.0,400.0,1000
209.0,2023-02-17,Marisa y Kuky,Caja Azul, ,500.0,1,600.0,500.0,988
209.0,2023-02-17,Marisa y Kuky,Caja Azul, ,500.0,1,600.0,500.0,987
209.0,2023-02-17,Marisa y Kuky,Caja Azul, ,600.0,1,700.0,600.0,981
209.0,2023-02-17,Marisa y Kuky,Caja Azul, ,200.0,1,300.0,200.0,977
209.0,2023-02-17,Marisa y Kuky,Caja Azul, ,400.0,1,500.0,400.0,1003
210.0,2023-02-18,Marisa y Kuky,Caja Azul, ,149.63,10,200.0,1496.3,1121
210.0,2023-02-18,Marisa y Kuky,Caja Azul, ,66.86,15,100.0,1002.9,544
210.0,2023-02-18,Marisa y Kuky,Caja Azul, ,85.39,25,150.0,2134.75,1112
210.0,2023-02-18,Marisa y Kuky,Caja Azul, ,73.02,24,100.0,1752.48,180
211.0,2023-02-20,Marisa y Kuky,Caja Azul, ,500.0,10,600.0,5000.0,216
211.0,2023-02-20,Marisa y Kuky,Caja Azul, ,290.0,10,380.0,2900.0,215
211.0,2023-02-20,Marisa y Kuky,Caja Azul, ,440.0,10,530.0,4400.0,220
211.0,2023-02-20,Marisa y Kuky,Caja Azul, ,290.0,10,380.0,2900.0,221
211.0,2023-02-20,Marisa y Kuky,Caja Azul, ,60.0,1,80.0,60.0,183
212.0,2023-02-20,Marisa y Kuky,Caja, ,281.25,16,380.0,4500.0,492
212.0,2023-02-20,Marisa y Kuky,Caja, ,433.33,12,550.0,5199.96,488
212.0,2023-02-20,Marisa y Kuky,Caja, ,175.0,10,240.0,1750.0,217
212.0,2023-02-20,Marisa y Kuky,Caja, ,175.0,10,240.0,1750.0,205
212.0,2023-02-20,Marisa y Kuky,Caja, ,175.0,10,240.0,1750.0,204
213.0,2023-02-20,Marisa y Kuky,Caja Azul, ,325.01,4,420.0,1300.04,925
213.0,2023-02-20,Marisa y Kuky,Caja Azul, ,83.75,16,150.0,1340.0,565
213.0,2023-02-20,Marisa y Kuky,Caja Azul, ,83.75,16,150.0,1340.0,567
213.0,2023-02-20,Marisa y Kuky,Caja Azul, ,83.75,16,150.0,1340.0,563
213.0,2023-02-20,Marisa y Kuky,Caja Azul, ,234.99,6,350.0,1409.94,902
213.0,2023-02-20,Marisa y Kuky,Caja Azul, ,299.0,4,400.0,1196.0,928
213.0,2023-02-20,Marisa y Kuky,Caja Azul, ,315.0,4,450.0,1260.0,936
213.0,2023-02-20,Marisa y Kuky,Caja Azul, ,299.17,3,450.0,897.51,937
214.0,2023-02-20,Marisa y Kuky,Caja Azul, ,129.91,5,200.0,649.55,452
214.0,2023-02-20,Marisa y Kuky,Caja Azul, ,109.9,3,200.0,329.7,403
214.0,2023-02-20,Marisa y Kuky,Caja Azul, ,109.9,3,200.0,329.7,400
214.0,2023-02-20,Marisa y Kuky,Caja Azul, ,109.9,3,200.0,329.7,396
214.0,2023-02-20,Marisa y Kuky,Caja Azul, ,165.0,3,250.0,495.0,425
214.0,2023-02-20,Marisa y Kuky,Caja Azul, ,165.0,3,250.0,495.0,423
214.0,2023-02-20,Marisa y Kuky,Caja Azul, ,65.0,3,100.0,195.0,448
214.0,2023-02-20,Marisa y Kuky,Caja Azul, ,65.0,3,100.0,195.0,450
215.0,2023-02-20,Marisa y Kuky,Caja Azul, ,139.9,3,200.0,419.7,462
215.0,2023-02-20,Marisa y Kuky,Caja Azul, ,488.34,3,650.0,1465.02,773
215.0,2023-02-20,Marisa y Kuky,Caja Azul, ,316.75,3,450.0,950.25,785
215.0,2023-02-20,Marisa y Kuky,Caja Azul, ,289.0,3,450.0,867.0,796
215.0,2023-02-20,Marisa y Kuky,Caja Azul, ,25.35,40,40.0,1014.0,776
215.0,2023-02-20,Marisa y Kuky,Caja Azul, ,23.5,20,40.0,470.0,774
215.0,2023-02-20,Marisa y Kuky,Caja Azul, ,9.0,60,20.0,540.0,769
215.0,2023-02-20,Marisa y Kuky,Caja Azul, ,132.5,5,200.0,662.5,417
215.0,2023-02-20,Marisa y Kuky,Caja Azul, ,169.0,6,250.0,1014.0,890
216.0,2023-02-21,Marisa y Kuky,Caja Azul, ,92.7,6,150.0,556.2,456
216.0,2023-02-21,Marisa y Kuky,Caja Azul, ,92.7,6,150.0,556.2,458
216.0,2023-02-21,Marisa y Kuky,Caja Azul, ,92.7,6,150.0,556.2,455
216.0,2023-02-21,Marisa y Kuky,Caja Azul, ,259.9,12,350.0,3118.8,627
216.0,2023-02-21,Marisa y Kuky,Caja Azul, ,179.0,24,300.0,4296.0,633
216.0,2023-02-21,Marisa y Kuky,Caja Azul, ,500.0,2,650.0,1000.0,978
217.0,2023-02-21,Marisa y Kuky,Kuky y Marisa, ,24.52,300,150.0,7356.0,717
217.0,2023-02-21,Marisa y Kuky,Kuky y Marisa, ,116.71,20,300.0,2334.2,716
217.0,2023-02-21,Marisa y Kuky,Kuky y Marisa, ,110.22,20,400.0,2204.4,718
217.0,2023-02-21,Marisa y Kuky,Kuky y Marisa, ,188.54,20,500.0,3770.8,715
218.0,2023-02-21,Fausto,Caja Azul, ,270.0,6,350.0,1620.0,1057
218.0,2023-02-21,Fausto,Caja Azul, ,1162.23,12,1500.0,13946.76,60
219.0,2023-02-22,Fausto,Caja, ,576.92,5,730.0,2884.6,1047
219.0,2023-02-22,Fausto,Caja, ,384.61,5,500.0,1923.05,1050
219.0,2023-02-22,Fausto,Caja, ,192.3,5,250.0,961.5,1049
220.0,2023-02-22,Fausto,Caja, ,149.05,6,200.0,894.3,782
220.0,2023-02-22,Fausto,Caja, ,159.15,6,200.0,954.9,899
223.0,2023-02-23,Fausto,Caja, ,76.96,9,100.0,692.64,192
223.0,2023-02-23,Fausto,Caja, ,56.43,8,80.0,451.44,191
223.0,2023-02-23,Fausto,Caja, ,138.52,6,130.0,831.12,148
223.0,2023-02-23,Fausto,Caja, ,138.52,6,180.0,831.12,141
223.0,2023-02-23,Fausto,Caja, ,138.52,6,180.0,831.12,140
224.0,2023-02-23,Fausto,Caja, ,280.0,10,350.0,2800.0,206
224.0,2023-02-23,Fausto,Caja, ,360.0,10,430.0,3600.0,227
225.0,2023-02-25,Marisa y Kuky,Caja Azul, ,191.66,24,270.0,4599.84,86
225.0,2023-02-25,Marisa y Kuky,Caja Azul, ,187.5,24,260.0,4500.0,89
225.0,2023-02-25,Marisa y Kuky,Caja Azul, ,212.5,24,300.0,5100.0,109
225.0,2023-02-25,Marisa y Kuky,Caja Azul, ,235.41,24,330.0,5649.84,114
225.0,2023-02-25,Marisa y Kuky,Caja Azul, ,430.0,12,580.0,5160.0,1191
225.0,2023-02-25,Marisa y Kuky,Caja Azul, ,425.0,12,550.0,5100.0,488
225.0,2023-02-25,Marisa y Kuky,Caja Azul, ,425.0,6,550.0,2550.0,494
225.0,2023-02-25,Marisa y Kuky,Caja Azul, ,425.0,6,550.0,2550.0,514
226.0,2023-02-25,Marisa y Kuky,Caja Azul, ,132.5,4,200.0,530.0,417
226.0,2023-02-25,Marisa y Kuky,Caja Azul, ,85.62,5,120.0,428.1,882
226.0,2023-02-25,Marisa y Kuky,Caja Azul, ,144.99,3,200.0,434.97,814
226.0,2023-02-25,Marisa y Kuky,Caja Azul, ,132.5,3,200.0,397.5,815
226.0,2023-02-25,Marisa y Kuky,Caja Azul, ,144.99,3,200.0,434.97,817
226.0,2023-02-25,Marisa y Kuky,Caja Azul, ,144.99,8,200.0,1159.92,816
201.0,2023-02-16,Marisa y Kuky,Caja, ,291.66,6,400.0,1749.96,20
226.0,2023-02-25,Marisa y Kuky,Caja Azul, ,395.83,12,550.0,4749.96,110
226.0,2023-02-25,Marisa y Kuky,Caja Azul, ,358.33,12,450.0,4299.96,122
227.0,2023-02-25,Marisa y Kuky,Caja Azul, ,41.64,18,70.0,749.52,600
227.0,2023-02-25,Marisa y Kuky,Caja Azul, ,41.64,18,70.0,749.52,582
227.0,2023-02-25,Marisa y Kuky,Caja Azul, ,41.64,18,70.0,749.52,581
227.0,2023-02-25,Marisa y Kuky,Caja Azul, ,23.49,20,40.0,469.8,774
227.0,2023-02-25,Marisa y Kuky,Caja Azul, ,245.0,8,380.0,1960.0,588
227.0,2023-02-25,Marisa y Kuky,Caja Azul, ,245.0,8,380.0,1960.0,584
227.0,2023-02-25,Marisa y Kuky,Caja Azul, ,89.0,6,150.0,534.0,886
227.0,2023-02-25,Marisa y Kuky,Caja Azul, ,96.5,10,150.0,965.0,889
227.0,2023-02-25,Marisa y Kuky,Caja Azul, ,15.63,50,100.0,781.5,665
228.0,2023-02-25,Marisa y Kuky,Caja Azul, ,30.0,15,70.0,450.0,295
228.0,2023-02-25,Marisa y Kuky,Caja Azul, ,268.0,10,360.0,2680.0,762
228.0,2023-02-25,Marisa y Kuky,Caja Azul, ,109.0,10,200.0,1090.0,857
228.0,2023-02-25,Marisa y Kuky,Caja Azul, ,152.0,6,250.0,912.0,887
228.0,2023-02-25,Marisa y Kuky,Caja Azul, ,160.0,10,250.0,1600.0,753
228.0,2023-02-25,Marisa y Kuky,Caja Azul, ,237.0,3,350.0,711.0,67
228.0,2023-02-25,Marisa y Kuky,Caja Azul, ,169.0,3,350.0,507.0,65
228.0,2023-02-25,Marisa y Kuky,Caja Azul, ,399.0,6,550.0,2394.0,744
228.0,2023-02-25,Marisa y Kuky,Caja Azul, ,62.0,10,150.0,620.0,915
229.0,2023-02-25,Marisa y Kuky,Caja Azul, ,550.0,2,700.0,1100.0,1023
229.0,2023-02-25,Marisa y Kuky,Caja Azul, ,550.0,2,700.0,1100.0,1024
229.0,2023-02-25,Marisa y Kuky,Caja Azul, ,179.0,18,280.0,3222.0,27
229.0,2023-02-25,Marisa y Kuky,Caja Azul, ,100.0,10,150.0,1000.0,970
229.0,2023-02-25,Marisa y Kuky,Caja Azul, ,1.0,10000,1.0,10000.0,85
229.0,2023-02-25,Marisa y Kuky,Caja Azul, ,4.0,100,10.0,400.0,530
230.0,2023-02-26,Marisa y Kuky,Caja Azul,Log In,1.0,10000,1.0,10000.0,85
231.0,2023-02-26,Marisa y Kuky,Caja Azul, ,45.0,20,70.0,900.0,608
231.0,2023-02-26,Marisa y Kuky,Caja Azul, ,45.0,20,70.0,900.0,611
231.0,2023-02-26,Marisa y Kuky,Caja Azul, ,45.0,20,70.0,900.0,610
231.0,2023-02-26,Marisa y Kuky,Caja Azul, ,45.0,20,70.0,900.0,612
231.0,2023-02-26,Marisa y Kuky,Caja Azul, ,45.0,20,70.0,900.0,606
231.0,2023-02-26,Marisa y Kuky,Caja Azul, ,135.0,6,200.0,810.0,475
231.0,2023-02-26,Marisa y Kuky,Caja Azul, ,228.0,6,330.0,1368.0,408
232.0,2023-02-26,Marisa y Kuky,Caja Azul, ,121.0,5,250.0,605.0,430
232.0,2023-02-26,Marisa y Kuky,Caja Azul, ,172.0,6,330.0,1032.0,466
232.0,2023-02-26,Marisa y Kuky,Caja Azul, ,101.0,17,150.0,1717.0,465
232.0,2023-02-26,Marisa y Kuky,Caja Azul, ,120.0,5,180.0,600.0,467
232.0,2023-02-26,Marisa y Kuky,Caja Azul, ,84.2,5,150.0,421.0,419
232.0,2023-02-26,Marisa y Kuky,Caja Azul, ,165.0,6,250.0,990.0,441
232.0,2023-02-26,Marisa y Kuky,Caja Azul, ,89.99,3,150.0,269.97,894
232.0,2023-02-26,Marisa y Kuky,Caja Azul, ,68.99,6,150.0,413.93999999999994,918
232.0,2023-02-26,Marisa y Kuky,Caja Azul, ,188.0,3,300.0,564.0,917
233.0,2023-02-27,Marisa y Kuky,Caja Azul, ,594.0,12,800.0,7128.0,640
234.0,2023-02-27,Fausto,Caja, ,80.0,8,100.0,640.0,542
234.0,2023-02-27,Fausto,Caja, ,640.0,10,730.0,6400.0,214
234.0,2023-02-27,Fausto,Caja, ,320.0,10,380.0,3200.0,218
234.0,2023-02-27,Fausto,Caja, ,360.0,10,430.0,3600.0,212
234.0,2023-02-27,Fausto,Caja, ,500.0,10,580.0,5000.0,220
235.0,2023-02-27,Marisa y Kuky,Caja Azul, ,265.62,4,350.0,1062.48,510
235.0,2023-02-27,Marisa y Kuky,Caja Azul, ,265.62,4,350.0,1062.48,512
235.0,2023-02-27,Marisa y Kuky,Caja Azul, ,156.24,14,230.0,2187.36,1084
235.0,2023-02-27,Marisa y Kuky,Caja Azul, ,376.13,12,430.0,4513.56,1186
236.0,2023-02-27,Marisa y Kuky,Caja Azul, ,600.0,10,900.0,6000.0,1148
237.0,2023-02-27,Marisa y Kuky,Caja Azul, ,150.0,8,250.0,1200.0,945
238.0,2023-02-28,Marisa y Kuky,Caja, ,84.35,12,150.0,1012.2,471
238.0,2023-02-28,Marisa y Kuky,Caja, ,400.0,6,550.0,2400.0,1187
241.0,2023-03-01,Fausto,Caja Azul, ,6.5,542,10.0,3523.0,525
241.0,2023-03-01,Fausto,Caja Azul, ,32.0,12,100.0,384.0,519
241.0,2023-03-01,Fausto,Caja Azul, ,2.39,292,3.0,697.88,526
241.0,2023-03-01,Fausto,Caja Azul, ,38.0,20,80.0,760.0,1066
241.0,2023-03-01,Fausto,Caja Azul, ,125.0,11,200.0,1375.0,168
241.0,2023-03-01,Fausto,Caja Azul, ,125.0,12,200.0,1500.0,169
242.0,2023-03-01,Fausto,Caja Azul, ,272.78,7,400.0,1909.46,464
242.0,2023-03-01,Fausto,Caja Azul, ,241.09,7,400.0,1687.63,410
243.0,2023-03-01,Fausto,Caja Azul, ,83.88,2,150.0,167.76,589
243.0,2023-03-01,Fausto,Caja Azul, ,83.88,18,150.0,1509.84,585
243.0,2023-03-01,Fausto,Caja Azul, ,83.88,18,150.0,1509.84,591
244.0,2023-03-01,Fausto,Caja, ,180.0,6,280.0,1080.0,27
244.0,2023-03-01,Fausto,Caja, ,180.0,6,280.0,1080.0,27
245.0,2023-03-01,Fausto,Caja Azul, ,287.5,16,400.0,4600.0,492
246.0,2023-03-02,Fausto,Caja, ,168.33,5,250.0,841.65,653
246.0,2023-03-02,Fausto,Caja, ,138.46,5,180.0,692.3,614
246.0,2023-03-02,Fausto,Caja, ,345.75,4,450.0,1383.0,648
246.0,2023-03-02,Fausto,Caja, ,312.0,4,430.0,1248.0,972
247.0,2023-03-02,Marisa y Kuky,Caja Azul, ,280.0,10,350.0,2800.0,208
247.0,2023-03-02,Marisa y Kuky,Caja Azul, ,490.0,10,580.0,4900.0,209
249.0,2023-03-03,Marisa y Kuky,Caja Azul, ,1200.0,1,1600.0,1200.0,104
249.0,2023-03-03,Marisa y Kuky,Caja Azul, ,2800.0,2,3500.0,5600.0,102
249.0,2023-03-03,Marisa y Kuky,Caja Azul, ,3600.0,1,4200.0,3600.0,103
249.0,2023-03-03,Marisa y Kuky,Caja Azul, ,234.59,24,400.0,5630.16,131
250.0,2023-03-03,Marisa y Kuky,Kuky y Marisa, ,180.0,100,250.0,18000.0,319
250.0,2023-03-03,Marisa y Kuky,Kuky y Marisa, ,11.0,140,30.0,1540.0,310
250.0,2023-03-03,Marisa y Kuky,Kuky y Marisa, ,95.19,30,150.0,2855.7,291
250.0,2023-03-03,Marisa y Kuky,Kuky y Marisa, ,59.09,30,100.0,1772.7,387
250.0,2023-03-03,Marisa y Kuky,Kuky y Marisa, ,35.0,60,50.0,2100.0,321
250.0,2023-03-03,Marisa y Kuky,Kuky y Marisa, ,20.6,20,50.0,412.0,325
250.0,2023-03-03,Marisa y Kuky,Kuky y Marisa, ,20.6,60,30.0,1236.0,357
250.0,2023-03-03,Marisa y Kuky,Kuky y Marisa, ,29.22,20,40.0,584.4,323
250.0,2023-03-03,Marisa y Kuky,Kuky y Marisa, ,26.5,30,40.0,795.0,385
250.0,2023-03-03,Marisa y Kuky,Kuky y Marisa, ,36.5,32,50.0,1168.0,318
251.0,2023-03-03,Marisa y Kuky,Kuky y Marisa, ,35.3,50,50.0,1765.0,358
253.0,2023-03-03,Marisa y Kuky,Kuky y Marisa, ,500.0,1,600.0,500.0,1019
253.0,2023-03-03,Marisa y Kuky,Kuky y Marisa, ,500.0,1,600.0,500.0,1018
253.0,2023-03-03,Marisa y Kuky,Kuky y Marisa, ,500.0,1,600.0,500.0,1017
253.0,2023-03-03,Marisa y Kuky,Kuky y Marisa, ,500.0,1,600.0,500.0,1020
254.0,2023-03-04,Marisa y Kuky,Caja Azul, ,56.33,30,100.0,1689.9,766
254.0,2023-03-04,Marisa y Kuky,Caja Azul, ,188.33,6,280.0,1129.98,26
254.0,2023-03-04,Marisa y Kuky,Caja Azul, ,188.33,6,250.0,1129.98,24
226.0,2023-02-25,Marisa y Kuky,Caja Azul, ,333.33,18,450.0,5999.94,23
255.0,2023-03-04,Marisa y Kuky,Caja Azul, ,333.33,6,450.0,1999.98,23
255.0,2023-03-04,Marisa y Kuky,Caja Azul, ,208.0,6,330.0,1248.0,114
255.0,2023-03-04,Marisa y Kuky,Caja Azul, ,208.0,6,270.0,1248.0,86
255.0,2023-03-04,Marisa y Kuky,Caja Azul, ,208.0,6,270.0,1248.0,129
255.0,2023-03-04,Marisa y Kuky,Caja Azul, ,208.0,6,300.0,1248.0,109
256.0,2023-03-04,Fausto,Caja, ,90.65,20,150.0,1813.0,174
256.0,2023-03-04,Fausto,Caja, ,285.0,6,380.0,1710.0,181
257.0,2023-03-04,Fausto,Caja Azul, ,100.0,5,150.0,500.0,970
258.0,2023-03-05,Fausto,Caja Azul, ,2.8,400,5.0,1120.0,526
258.0,2023-03-05,Fausto,Caja Azul, ,218.0,24,280.0,5232.0,88
258.0,2023-03-05,Fausto,Caja Azul, ,410.0,24,550.0,9840.0,488
258.0,2023-03-05,Fausto,Caja Azul, ,389.0,3,500.0,1167.0,793
258.0,2023-03-05,Fausto,Caja Azul, ,123.74,40,180.0,4949.6,871
258.0,2023-03-05,Fausto,Caja Azul, ,76.33,24,120.0,1831.92,891
259.0,2023-03-06,Marisa y Kuky,Caja Azul, ,204.27,48,280.0,9804.96,129
